submission_id,image_path,verified_text,extracted_text,verified_at,topic,student_name,literal_verified,literal_verified_by,literal_verified_at,correction_edit_distance
green_writer20_B1_2,images/greenbook/green_writer20_B1_2.jpg,"II.
#include <stdio.h>
int main() {
    int num;

    for (num=1; num<=50; num++) {
        printf(""Enter starting number (>=1): "");
        scanf(""%d"", &num);
    }
             printf(""Enter an ending number (<=50): "");
             scanf(""%d"", &num);
    if (num > 50) {
        printf(""Ending number must not exceed to 50."");
    }
    if (num < 1) {
        printf(""starting number must be at least 1."");
    }

    if ((num>50) && (num<1)) {
        if (num % 2 == 0) {
            num + num;
            printf(""Sum of odd numbers = <sum>"");
        }
    }
    return num;
}",,2026-08-30,,writer20,,,,
green_writer20_B2_1,images/greenbook/green_writer20_B2_1.jpg,"II. Written Programming (Answer)

1.) #include <stdio.h>
int main() {
    int a, b, c, d, e;

    printf(""Enter a five-digit number: "");
    scanf(""%d%d%d%d%d"", &a, &b, &c, &d, &e);

    if((a <= 9 && a >= 1) && (b <= 9 && b >= 1) &&
        (c <= 9 && c >= 1) && (d <= 9 && d >= 1) &&
        (e <= 9 && e >= 1)) {

        printf(""%d      %d      %d      %d      %d"",
               a, b, c, d, e);
    } else {
        printf(""Please Enter a 5-digit number.\n"");
    }
    return 0;
}",,2026-08-30,,writer20,,,,
green_writer20_B2_2,images/greenbook/green_writer20_B2_2.jpg,"2.) #include <stdio.h>
int main() {
    int num1, num2, sum = 0;

    printf(""Enter a starting number (>=1): "");
    scanf(""%d"", &num1);
    printf(""Enter an ending number (<=50): "");
    scanf(""%d"", &num2);

    if (num1 >= 1 && num2 <= 50) {",,2026-08-30,,writer20,,,,
green_writer21_B1_1,images/greenbook/green_writer21_B1_1.jpg,"1.
#include <stdio.h>
int main() {
    int n;

    printf(""Enter 5 digit number: "");
    for (int i=1; i<=5; i++) {
        scanf(""%d"", &n);
    }
    if ((n<5 || n>5) && (n != i)) {
        printf(""Please enter a 5 digit number."");
        n<0
    } else if ( ) {         positive
        printf(""Please enter a 5 digit number."");
    } else {
        printf(""%d       "", i);
    }
    return 0;
}",,2026-08-30,,writer21,,,,
green_writer21_B1_2,images/greenbook/green_writer21_B1_2.jpg,"2
#include <stdio.h>
int main() {
    int n1, n2;
    int sum = 0;
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &n1);
    if (n1 <= 0) {
        printf(""Starting number must be at least 1."");
    }
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &n2);
    if (n2 > 50) {
        printf(""Ending number must not exceed 50."");
    }
    for (int i = 0; i <50; i++) {
        if (i % 2 != 0) {
            sum = sum + i;
            printf(""Sum of odd number is %d\n"", sum);
        }
    }
    if (n1 > n2) {
        printf(""Starting number must be less than
            or equal to the ending number."");
    } else
        printf(""Sum of odd number = %d"", sum);
    return 0;
}",,2026-08-30,,writer21,,,,
green_writer22_B1_1,images/greenbook/green_writer22_B1_1.jpg,"1
#include <stdio.h>
int main() {
    int n;
    printf(""Enter a five digit number \n: "");
    scanf(""%d"", &n);

    if (istoupper(n)) {
        printf(""Please Enter a 5 digit number \n."");
    } else
        printf(""%d %d %d %d %d"", n);
    return 0;
}",,2026-08-30,,writer22,,,,
green_writer22_B1_2,images/greenbook/green_writer22_B1_2.jpg,"2
#include <stdio.h>
int main() {
    int n, y, sum;

    printf(""Please enter starting number (>=1): \n"");
    printf(""Please enter ending number (<=50): \n"");
    scanf(""%d"", &n);
    scanf(""%d"", &y);

    if (n < 1)
        printf(""Starting number must be at least 1\n"");
    else if (y > 50)
        printf(""Ending number must exceed 50\n"");
    else (n >= 1 && y <= 50) {
        if (n % 2 == 1 && y % 2 == 1)
            sum = n + y;
    }

    return 0;
}",,2026-08-30,,writer22,,,,
green_writer23_B1_1,images/greenbook/green_writer23_B1_1.jpg,"Part II
1. #include <stdio.h>
int main() {
    int num;
    count = 5;
    printf(""Five-digit number"");
    scanf(""%d"", &num);

    if (num != 5) {
        printf(""Please enter a 5 digit number"");
    } else if (num == 5)
        printf(""%3d
    num  if (num > 0; num >= 5; num++) {
        if (num == count) {
            printf(""%3d"", num);
        } else {
            printf(""please enter or 5 digit number"");
    }
    return 0;
}",,2026-08-30,,writer23,,,,
green_writer23_B1_2,images/greenbook/green_writer23_B1_2.jpg,"2.) #include <stdio.h>
int main() {
    int start;
    int end;
    int sum;
    printf(""Enter a starting number"");
    scanf(""%d"", &start);
    printf(""Enter a ending number:"");
    scanf(""%d"", &end);
    if (start = 1; start >= 1; start++) {
        printf(""%d"", start);
    } else
        printf(""starting number must be at least 1"");
    }
    if (End = 1; End <= 50; End++) {
        printf(""%d"", End);
    } else else {
        printf(""Ending number must not exceed 50"");
    }

    if (start >= 1 && End <= 50) {
        sum = start + End;
        if (sum % 2 != 0) {
            printf(""Sum of odd numbers = %d"", sum);
        }
    }
    return 0;
}",,2026-08-30,,writer23,,,,
green_writer24_B1_1,images/greenbook/green_writer24_B1_1.jpg,"#include <stdio.h>
int main() {
    int num;

    printf(""Enter a five-digit number"");
    scanf(""%d"", &num);

    if (num <= 5) {
        printf(""%d\n"", num);
    } else {
        printf(""Please enter a 5 digit number"", num);
    }
    return 0;
}",,2026-08-30,,writer24,,,,
green_writer24_B1_2,images/greenbook/green_writer24_B1_2.jpg,"#include <stdio.h>
int main() {
    int a, b;
    int sum = 0;

    printf(""Enter a starting number"");
    scanf(""%d"", &a);

    printf(""Enter an Ending number"");
    scanf(""%d"", &b);

    if (a != 1) {
        printf(""Starting number must be at least 1."", a);
    } else if (b > 50) {
        printf(""Ending number must not exceed 50"", b);
    } else if (a == 1 || b <= 50) {
        sum % 2 != 0;
        sum = a + b;
        sum++;
        printf(""Sum of odd numbers = "", a, b);
    }
    return 0;
}",,2026-08-30,,writer24,,,,
green_writer25_B1_1,images/greenbook/green_writer25_B1_1.jpg,"2.)
#include <stdio.h>
int main() {
int num;

printf(""Enter starting number (>=1):\n"");
scanf(""%d"", &num);

printf(""Enter ending number (<=50):\n"");
scanf(""%d"", &num);

if (num != >=1) {
printf(""Starting number must be at least 1\n"");
return 0;
}

if (num != <=50) {
printf(""Ending number must not exceed 50\n"");
return 0;
}",,2026-08-30,,writer25,,,,
green_writer25_B1_2,images/greenbook/green_writer25_B1_2.jpg,"2.)
#include <stdio.h>
int main()
int num;

printf(""Enter starting number (>=1):\n"");
scanf(""%d"", &num);

printf(""Enter ending number (<=50):\n"");
scanf(""%d"", &num);

if (num != >= 1 || num != <= 50) {
printf(""Starting number must be at least 1 or
    Ending number must not exceed 50\n"");
} else if (num % 1 == 0) {
    printf(""sum o podd numbers = %d"", &num);
}
return 0;
}",,2026-08-30,,writer25,,,,
green_writer26_B1_1,images/greenbook/green_writer26_B1_1.jpg,"1.
#include <stdio.h>
int main() {
    int num1, num2, num3, num4, num5;
    printf(""Enter 5 integers\n"");
    scanf(""%d"", &num1, &num2, &num3, &num4, &num5());
    scanf(""%d %d %d %d %d"", &num1, &num2, &num3, &num4, &num5);

    if (num == 5) {
        printf(""%d\n%d\n\n"");
    } else {
        printf(""Invalid "");
    }
    return 0;
}",,2026-08-30,,writer26,,,,
green_writer26_B1_2,images/greenbook/green_writer26_B1_2.jpg,"2.
#include <stdio.h>
int main() {
    int num1;
    int num2;

    printf(""give an starting number \n"");
    scanf(""%d"", &num1);
    if (num1 >= 1) {
        printf(""Starting number must be at least 1"", num1);
    } else {
        printf(""enter Enter again for the starting number"", num1);
    }

    printf(""give an ending number"");
    scanf(""%d"", &num2);
    if (num2 <= 50) {
        printf(""%d, Ending number must not exceed 50\n"", num2);
    } else {
        printf(""enter another again for the ending number"", num2);
    }

    printf
    int odd;
    scanf(""%d %d"", &num1, &num2);
    for (int odd = 0; odd % 2 == 0; odd++);
        printf(""%d the it is a even number"");
        scanf(""%d"", &odd%2);",,2026-08-30,,writer26,,,,
green_writer27_B1_1,images/greenbook/green_writer27_B1_1.jpg,"test Case 1
int a, b, c, d, e;
printf(""Enter an integer: \n"");
scanf(""%d %d %d %d %d"", &a, &b, &c, &d, &e);

test Case 2
int a, b, c, d, e;
printf(""Enter an integer: \n"");
scanf(""%d %d %d %d %d"", &a, &b, &c, &d, &e);

test Case 3
int a, b, c, d, e;               5 digit number
printf(""Enter an integer: \n"");
scanf(""%d %d %d %d %d"", &a, &b, &c, &d, &e);

test Case 4
int a, e, i, o, u;
printf(""Please enter a 5 digit number."");
scanf(""%d %d
if (num they Enter a 5 digit number) {
    scanf(""%d %d %d %d %d"", &a, &e, &i, &o, &u);
} else {
    printf(""Enter a 5 digit number again."");
} else {
    printf(""invalid digit"");
}",,2026-08-30,,writer27,,,,
green_writer27_B1_2,images/greenbook/green_writer27_B1_2.jpg,"test Case 5
int a, b, i, o, u
printf(""Please enter a 5 digit number."");
scanf(""%d %d %d %d %d"", &a, &b, &i, &o, &u);

test Case 6
int a, b, c, d, e
printf(""Please enter a 5 digit number."");
scanf(""%d %d %c %d %d"", &a, &b, &c, &d, &e);

test Case 7
int a, b, c, d, e
printf(""Please Enter a 5 digit number: \n"");
scanf(""%d %d %d %d %d"", &a, &b, &c, &d, &e);
test Case 8

test Case 8
int '', '', '', '', '',
printf(""Please Enter a 5 digit number: \n"");
scanf(""%d"")

test Case 9
float a, e, i
printf(""Please Enter a 5 digit number: \n"");
scanf(""%f %f %f"", &a, &e, &i);",,2026-08-30,,writer27,,,,
green_writer27_B1_3,images/greenbook/green_writer27_B1_3.jpg,"test case 10                                   number)
int a, b, c, d, e                              5 digit positive
if a number is positive) printf(""Please Enter a
scanf(              if (not Positive)
                       scanf(""%d %d %d %d %d, Positive
} else {
    printf(""Invalid"");
}",,2026-08-30,,writer27,,,,
green_writer27_B1_4,images/greenbook/green_writer27_B1_4.jpg,"test Case 1
int a;
printf(""Enter an Integer:\n"");
for (int a = 1; a <= 30; a++);

test Case 2
int b;
printf(""Enter an integer:\n"");
for (int b = 13; b <= 4);

test Case 3
int a;
printf(""Enter an integer:\n"");
for (int a >= 1)

test Case 4
printf(""Enter an integer"");
int a;
int b;
for (a >= 1 || 50 <= b) {
    scanf(""%d %d"", &a & b);
} else {
    printf(""Invalid"");
}",,2026-08-30,,writer27,,,,
green_writer28_B1_1,images/greenbook/green_writer28_B1_1.jpg,"Case 3
#include <stdio.h>
int main() {
case 3

#include <stdio.h>

int main() {
    void myCase1[] = {4, 2, 1, 3, 9};
    int i;

    for (int i = 0; i < 5; i++) {
        printf(""%d"", myCase1[i]);
    }
    if (i < 5) {
        printf(""Please enter a 5 digit number"");
    } else if (i <= 5)
        printf(""\n",,2026-08-30,,writer28,,,,
green_writer28_B1_2,images/greenbook/green_writer28_B1_2.jpg,"#include <stdio.h>

int main() {
    int start = (>=1): ?
    int end = (<=50): 30

    if (start <> end) {
        printf(""starting number must be at least 1."");

    } else {
        printf(""",,2026-08-30,,writer28,,,,
green_writer29_B1_1,images/greenbook/green_writer29_B1_1.jpg,"I

#include <stdio.h>

int main() {
    int num, result;

    printf(""Enter 5-digits number: "");
    scanf(""%d"", &num);

    switch (num) {
    case 1:
        printf(""%dt %dt %dt %dt %dt"");
        printf(""%dt"", num);
        break;

    case 2:
        if (num == 0) {
            printf(""please enter a 5 digit number"");
        } else if (num >= 5) {
            printf(""please enter a 5-digit number"");
        } else if (num != 0) {
            printf(""please enter a 5-digit number"");
        } else if (num <= 5) {
            printf(""%d\ttt"", num);
        } else if (num <= -1) {
            printf(""please enter a 5 digit positive number"");
        } else
            printf(""please enter a 5-digit number."");
    }
    return 0;
}",,2026-08-30,,writer29,,,,
green_writer29_B1_2,images/greenbook/green_writer29_B1_2.jpg,"II
#include <stdio.h>
int main() {
    int num1, num2, sum = 0;

    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &num1);

    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &num2);

    if (num1 <= -1 || num2 <= 50) {
        printf(""Starting number must be atleast 1."");
    } else if (num1 >= 1 || num2 >= 50) {
        printf(""Ending number must not exceed 50."");
    } else if (num1 <= -1 || num2 >= 50) {
        printf(""Starting number must be less than
            or equal to the ending number"");
    } else if (num1 >= 1 || num2 <= 50) {
        sum = num1 + num % 1;
        printf(""Sum of Odd numbers = %d"", sum);
    }
    return 0;
}",,2026-08-30,,writer29,,,,
green_writer2_1,images/greenbook/green_writer2_1.jpg,"#include <studio.h>
int main() {
    int age = 20;
    int hasID = 1;
    int isVIP = 0;

    if ((age >= 18 && hasID == 1) || isVIP == 1) {
        printf(""Access Granted!\n"");

    }
    else if (age < 18 && !hasID) {
        printf(""Access Denied: Minor without ID.\n"");

    }
    else {
        printf(""Access Denied.\n"");

    }
    return 0;
}",,2026-08-30,,writer2,,,,
green_writer2_B2_1,images/greenbook/green_writer2_B2_1.jpg,"#include <stdio.h>
void n() {
printf(""

int foo(int x) {
if (x <= 0) return 0;

return x + foo(x - 2);
}

int a = 5, int b = 10;

a < b

5 / 2 x 2 = 4 r.1 x 2",,2026-08-30,,writer2,,,,
green_writer2_B3_1,images/greenbook/green_writer2_B3_1.jpg,"PART 2

1.) #include <stdio.h>  #include <string.h>
typedef struct {
    int hour, minute, second;
} timeType;

void displayOrdinaryTime(myTime clock) {
    if (myTime.hour < 0 || myTime.hour > 23 ||
        myTime.minute < 0 || myTime.minute > 59 ||
        myTime.second < 0 || myTime.second > 59) {
        printf(""Invalid time.\n"");
        return;
    }

    int displayHour;
    char period;

    if (myTime.hour == 0) {
        displayHour = 12;
        period = ""AM"";
    } else if (myTime.hour == 12) {
        displayHour = 12;
        period = ""PM""
    } else if (myTime.hour < 12) {
        displayHour = myTime.hour;
        period = ""AM"";
    } else {
        displayHour = myTime.hour - 12;
        period = ""PM"";
    }",,2026-08-30,,writer2,,,,
green_writer2_B3_2,images/greenbook/green_writer2_B3_2.jpg,"printf(""%02d:%02d:%02d %s\n"",
    displayHour, myTime.minute, myTime.second,
    period);
}

void displayMilitaryTime(myTime clock) {
    if (myTime.hour < 0 || myTime.hour > 23 ||
        myTime.minute < 0 || myTime.minute > 59 ||
        myTime.second < 0 || myTime.second > 59) {
        printf(""Invalid time.\n"");
        return;
    }
    printf(""%02d:%02d:%02d\n"", myTime.hour,
        myTime.minute, myTime.second, period);
}

int main() {
    timeType clock1 = {12, 35, 15};
    timeType clock2 = {12, 30, 0};

    printf(""Clock 1 (12:35 AM):\n"");
    printf("" Ordinary: "");
    displayOrdinaryTime(clock1);
    printf("" Military: "");
    displayMilitaryTime(clock1);

    printf("" Clock 2 (12:30 AM); \n"");
    printf("" Ordinary: "");
    displayOrdinaryTime(clock2);",,2026-08-30,,writer2,,,,
green_writer2_B3_3,images/greenbook/green_writer2_B3_3.jpg,"printf(""Military: "");
displayMilitaryTime(clock2);

return 0;
}

2.) #include <stdio.h>
#include <string.h>
#include <stdbool.h>

bool isVowel(char ch) {
    char lowerCh = tolower(ch);
    return (lowerCh == 'a' || lowerCh == 'e' ||
            lowerCh == 'i' || lowerCh == 'o' ||
            lowerCh == 'u');
}

void F1(char str[]) {
    int i;
    char modif[50];
    int modifIndex = 0;
    int vowelCount = 0;

    printf("" Output:\n"");
    for (i = 0; i < strlen(str); i++) {
        char ch = str[i];
        if (isVowel(ch)) {
            modif[modifIndex] = '*';",,2026-08-30,,writer2,,,,
green_writer2_B3_4,images/greenbook/green_writer2_B3_4.jpg,"if (length > 20) {
    printf(""Invalid. No more than 20.\n"");
    return 1;
}
F1(input);

return 0;
}

3.) #include <stdio.h>

int Even(int m[][3], int rows) {
    int count = 0;
    int i, j;

    printf(""\n Even numbers greater than 10 \n"");
    for (i = 0; i < rows; i++) {
        for (j = 0; j < 3; j++) {
            if (m[i][j] > 10 && m[i][j] % 2 == 0)
                printf(""%d found at [%d][%d]\n"", m[i][j], i, j);
                count++;
        }
    }
}",,2026-08-30,,writer2,,,,
green_writer2_B3_5,images/greenbook/green_writer2_B3_5.jpg,"if (count == 0) {
    printf(""No even numbers."");
}
return count;
}

void printMatrix(int m[][3], int rows) {
int i, j;

printf(""Matrix (%d x %d)\n"", rows, 3);

for (i = 0; i < rows; i++) {
    for (j = 0; j < 3; j++) {
        printf(""%3d "", m[i][j]);
    }
    printf(""\n"");
}
}

int main() {
int matrix[3][3] = {{5, 12, 8}, {6, 7, 9},
                     {2, 4, 18}},
int count;

printf("" 3x3 Matrix\n"");
printMatrix(matrix, 3);
count = Even(matrix, 3);
return 0;
}",,2026-08-30,,writer2,,,,
green_writer30_B1_1,images/greenbook/green_writer30_B1_1.jpg,"II WRITTEN PROGRAMMING

Test I  int num1, num2, num3, num4, num5;
printf(""Enter five digit number:"");
scanf(""%d %d %d %d %d"", &num1, &num2, &num3, &num4,
    &num5);
printf("" %3d %3d %3d %3d %3d"", num1, num2, num3,
    num4, num5);
return 0;
}

Test II

test 1
#include <stdio.h>
int main() {
    int num1, num2, num3, num4, num5;
    printf(""Enter five digit numbers: "");
    scanf(""%d %d %d %d %d"", &num1, &num2, &num3, &num4,
        &num5);
    if (num1 >= 0 && num2 >= 0 && num3 >= 0 && num4 >= 0 && num5 >= 0) {
        printf(""%3d %3d %3d %3d %3d"", num1, num2, num3, num4, num5);
    } else {
        printf(""Please enter 5 digit number"");
    }
    return 0;
}",,2026-08-30,,writer30,,,,
green_writer30_B1_2,images/greenbook/green_writer30_B1_2.jpg,"II.
#include <stdio.h>

int main() {
    int num1, num2, result;
    printf(""Enter starting number (>=1);
    scanf(""%d"", &num1);
    if (num1 < 1) {
        printf(""Starting number must be at least 1"");
    }
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &num2);
    if (num2 > 50) {
        printf(""Ending number must not exceed 50"");
    }
    for (num1 >= 1; num1++) {
        for (num2 < num1; num < 50) {
            result = num1 % num2;
            result += num1 + num2;
            printf(""Result of odd numbers = %d"", result);
        }
    return 0;
}",,2026-08-30,,writer30,,,,
green_writer31_B1_1,images/greenbook/green_writer31_B1_1.jpg,"#include <stdio.h>

int n;
int main() {
    printf(""Enter a five-digit number: \n"");
    scanf(""%d"", &n);
        }
    if (n > 9999 && n < 999999) {
        printf(""\n%d\n"", n);
    } else {
        printf(""Please enter a 5-digit number.\n"");
    }
    return 0;
}",,2026-08-30,,writer31,,,,
green_writer31_B1_2,images/greenbook/green_writer31_B1_2.jpg,"#include <stdio.h>

int num1, num2;
int result;
int i;
int main() {
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &num1);
    } if (num1 >= 1) {
        printf(""%d"", num1);
        }
    { printf(""Enter ending number (<=50): "");
      scanf(""%d"", &num2);
    } if (num2 <= 50) {
        printf(""%d"", num1);
    }",,2026-08-30,,writer31,,,,
green_writer32_B1_1,images/greenbook/green_writer32_B1_1.jpg,"1.
#include <stdio.h>

int main() {
    int num1, num2, num3, num4, num5;
    printf(""Enter a five digit number:"");
    scanf(""%d %d %d %d %d"", &num1, &num2, &num3, &num4, &num5);
    if (num1 < 1 || num2 < 1 || num3 < 1 || num4 < 1 || num5 < 1) {
        printf(""Please enter a 5 positive number"");
    } else if (num1 > 9 || num2 > 9 || num3 > 9 || num4 > 9 || num5 > 9) {
        printf(""Please enter a 5 digit number"");
    } else {
        printf(""%d %d %d %d %d"", num1, num2, num3, num4, num5);
    }
    return 0;
}",,2026-08-30,,writer32,,,,
green_writer32_B1_2,images/greenbook/green_writer32_B1_2.jpg,"2.)
#include <stdio.h>

int main() {
    int startnum, endnum, sum;
    printf(""Enter starting number: "");
    scanf(""%d"", &startnum);
    printf(""Enter ending number: "");
    scanf(""%d"", &endnum);
    if (startnum < 1) {
        printf(""starting number must be at least 1"");
        end;
    }
    if (endnum",,2026-08-30,,writer32,,,,
green_writer32_B1_3,images/greenbook/green_writer32_B1_3.jpg,"int main() {
    int startnum, endnum;
    printf(""Enter a starting number and an ending number: "");
    scanf(""%d %d"", &startnum, &endnum",,2026-08-30,,writer32,,,,
green_writer33_B1_1,images/greenbook/green_writer33_B1_1.jpg,"WRITTEN PROGRAMMING
1.)
#include <stdio.h>

int main() {
    int fdn, dig[5], count;
    printf(""Input a 5 digit positive number: \n"");
    scanf(""%d"", &fdn);
    if ((fdn < 10000 && fdn >= 0) || fdn > 99999) {
        printf(""\nPlease enter a 5 digit number"");
        return 0;
    }
    if (fdn < 0) {
        printf(""\nPlease enter a 5 digit positive number"");
        return 0;
    }
    dig[0] = fdn / 10000;
    dig[1] = (fdn % 10000) / 1000;
    dig[2] = (fdn % 1000) / 100;
    dig[3] = (fdn % 100) / 10;
    dig[4] = (fdn % 10);
    printf(""\n"");
    for (count = 0; count < 5; count++) {
        printf(""%d"", dig[count]);
        printf("" "");
    }
}",,2026-08-30,,writer33,,,,
green_writer33_B1_2,images/greenbook/green_writer33_B1_2.jpg,"2.)
#include <stdio.h>

int main() {
    int start, end, sum = 0, count;
    printf(""Input starting number: \n"");
    scanf(""%d"", &start);
    printf(""Input ending number: \n"");
    scanf(""%d"", &end);
    if (start < 0) {
        printf(""Starting number should be atleast 1."");
        return 0;
    }
    if (end > 50) {
        printf(""Ending number should not exceed 50"");
        return 0;
    }
    for (count = start; count >= 50; count++) {
        if (count % 2 != 0) {
            sum += count;
        }
    }
    printf(""Sum of odd numbers = %d "", sum);
}",,2026-08-30,,writer33,,,,
green_writer34_B1_1,images/greenbook/green_writer34_B1_1.jpg,"2
page 2

#include <stdio.h>
int main() {
    int stan, endn, i, sum = 0;
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &stan);
    if (stan < 1) {
        printf(""Starting number must be at least 1. "");
        return 0;
    }
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &endn);
    if (endn > 50) {
        printf(""Ending number must not exceed 50. "");
        return 0;
    }
    else if (endn < stan) {
        printf(""Starting number must be less than or equal to the ending number. "");
        return 0;
    }
    for (i = stan; i <= endn; i++) {
        if (i % 2 != 0) {
            sum += i;
        }
    }
    printf(""Sum of odd numbers = %d"", sum);
    return 0;
}",,2026-08-30,,writer34,,,,
green_writer34_B1_2,images/greenbook/green_writer34_B1_2.jpg,"1
Page: 3

#include <stdio.h>
int main() {
    int input, temp, i, place = 10000;
    printf(""Input: "");
    scanf(""%d"", &input);
    printf(""Output: "");
    if (input < 0) {
        printf(""Please enter a 5-digit positive number."");
    }
    else if (input < 10000) {
        printf(""Please enter a 5-digit number."");
    }
    else {
        temp = input / place;
        for (i = 0; i < 4; i++) {
            printf(""%d\t"", temp);
            place /= 10;
            temp = (input / place) % 10;
        }
        printf(""%d"", temp);
    }
    return 0;
}",,2026-08-30,,writer34,,,,
green_writer35_B1_1,images/greenbook/green_writer35_B1_1.jpg,"1.) #include <stdio.h>
int main() {
    int num, ones, tens, huns, thou, tenthou;
    printf(""Input: "");
    scanf(""%d"", &num);
    ones = (num % 100) / 10;
    tens = (num % 100) / 100;
    huns = (num % 1000) / 100;
    thou = (num % 1000) / 10;
    tenthou = num / 10000;
    if (num < 0) {
        printf(""Please enter a 5-digit positive number."");
        return 0;
    } else if (num < 10000) {
        printf(""Please enter a 5-digit number."");
        return 0;
    } else {
        printf(""%d\t%d\t%d\t%d\t%d\t"", tenthou, thou, huns, tens, ones);
    }
    return 0;
}",,2026-08-30,,writer35,,,,
green_writer35_B1_2,images/greenbook/green_writer35_B1_2.jpg,"2. #include <stdio.h>
int main() {
    int sn, ln, i, odd, sum = 0;
    printf(""Enter starting number: "");
    scanf(""%d"", &sn);
    printf(""Enter ending number: "");
    scanf(""%d"", &ln);
    if (sn < 1)
        printf(""Starting number must be at least 1."");
    else if (ln > 50)
        printf(""Ending number must not exceed 50."");
    else {
        for (i = sn; i <= ln; i++) {
            if (i % 2 != 0) {
                oddi;
                sum += oddi;
            }
        }
        printf(""Sum of odd numbers: %d "", sum);
    }
    return 0;
}",,2026-08-30,,writer35,,,,
green_writer36_B1_1,images/greenbook/green_writer36_B1_1.jpg,"Programming
#include <stdio.h>

int main() {
    int num, tk, t, hun, tens, ones;
    printf(""Please enter a 5 digit number: "");
    scanf(""%d "", &num);

    if (num > 9999) {
    tk = num / 10000;
    t = num % 10000 / 1000;
    hun = num % 10000 % 1000 / 100;
    tens = num % 10000 % 1000 % 100 / 10;
    ones = num % 10000 % 1000 % 100 % 10;

    printf(""%d \t %d \t %d \t %d \t %d \n"", tk, t, hun, tens, ones);
    } else if (num < 0) {
        return
        printf(""Please enter a 5-digit positive number"");
    } else
        printf(""Please enter a 5-digit number"");
    return 0;
}",,2026-08-30,,writer36,,,,
green_writer36_B1_2,images/greenbook/green_writer36_B1_2.jpg,"#include <stdio.h>
int main() {
    int start, end, i, sum = 0;
    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &start);

    if (start < 1) {
        printf(""Starting number must be at least 1."");
        return 0;
    else if (start > end) {
        printf(""Starting number must be less than or equal to the ending number."");
        return 0;
    }

    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &end);

    if (end > 50) {
        printf(""Ending number must not exceed 50"");
        return 0;
    }

    for (i = start; i <= end; i++) {
        if (i % 2 == 1)
            sum += 1;
    }

    printf(""Sum of odd numbers = %d "", sum);
    return 0;
}",,2026-08-30,,writer36,,,,
green_writer37_B1_1,images/greenbook/green_writer37_B1_1.jpg,"#include <stdio.h>

int main() {
    int input, ones, tens, hund, thou, tens_thou;

    printf(""Input five-digit number: "");
    scanf(""%d"", &input);
    if (input < 10000 || input > 99999) {
        printf(""Please enter a 5-digit number."");
        break;
    } else if (input < 0) {
        printf(""Please enter a 5-digit positive number."");
        break;
    }

    tens_thou = input / 10000;
    thou = (input % 10000) / 1000;
    hund = (input % 1000) / 100;
    tens = (input % 100) / 10;
    ones = (input % 10) / 1;
    printf(""%d  %d  %d  %d  %d\n"", tens_thou,
        thou, hund, tens, ones);
    return 0;
}",,2026-08-30,,writer37,,,,
green_writer37_B1_2,images/greenbook/green_writer37_B1_2.jpg,"#include <stdio.h>

int main() {
    int start, end, sum = 0, i;

    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &start);
    if (start < 1) {
        printf(""Starting number must be at least 1."");
        break;
    }

    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &end);
    if (end > 50) {
        printf(""Ending number must not exceed 50."");
        break;
    }

    if (start > end) {
        printf(""Starting number must be less than or
            equal to the ending number."");
        break;
    }

    for (i = start; i <= end; i++) {
        if (i % 2 == 1) {
            sum += i;
        }
    }

    printf(""Sum of odd numbers = %d "", sum);
    return 0;
}",,2026-08-30,,writer37,,,,
green_writer38_B1_1,images/greenbook/green_writer38_B1_1.jpg,"# 2
#include <stdio.h>

int main() {
    int start, end, sum_odd;

    printf(""Enter starting number (>=1): "");
    scanf(""%d"", &start);
    printf(""Enter ending number (<=50): "");
    scanf(""%d"", &end);

    sum_odd = 0;
    if (start <= end && start > 0 && end <= 50) {
        for (start; start <= end; start++) {
            if (start % 2 != 0) {sum_odd += start; }
        }
        printf(""Sum of odd numbers = %d "", sum_odd);
    } if else (start <= 0) {
        printf(""Starting number must be atleast 1. "");
    } if else (end > 50) {
        printf(""Ending number must not exceed 50."");
    } else {
        printf(""Starting numbers must be less than or equal to the ending number. "");
    }
    return 0;
}",,2026-08-30,,writer38,,,,
green_writer39_B1_1,images/greenbook/green_writer39_B1_1.jpg,"1) Prompt to enter a 5 digit number
#include <stdio.h>

int main() {
    int x = 0; int arr[5]; int i; // initialize
    printf(""Please Enter a 5 digit number: ""); //ask for instruct
    scanf(""%d"", &x); // ask for input

    if (x >= 10000 && x <= 99999) { // validate
        for (i = 4; i >= 0; i--) { // start at the max index
            arr[i] = x % 10; // arr[i] = {1,0,0,0,0}
            x = x / 10; // 10000, 1000, 100, 10, 1
        }

        for (i = 0; i < 5; i++) {
            printf(""%d\t"", arr[i]); // printf(""%d..."",
        }                          // arr[i]
    }
    else { printf(""Please enter a 5 digit number.""); }

    return 0;
}",,2026-08-30,,writer39,,,,
